elm_loc_name,elm_desc,con_buslv,con_bushv,elm_outserv,elm_nntap,typ_strn,typ_utrn_l,typ_utrn_h,typ_r1pu,typ_x1pu,typ_dutap,typ_tap_side,typ_ntpmn,typ_ntpmx,msc_powermodels_index,grf_rCenterX,grf_rCenterY,grf_sSymNam,gco_1_rX,gco_1_rY,gco_2_rX,gco_2_rY
branch_2172,"PowerModels index: 2172
f_bus: bus_3479
t_bus: bus_3314
name: xf_3481_to_3479_4_2winding_transformer_merged_with_line_3314_to_3481_2_cp",bus_3314,bus_3479,0,0,100,110.0,132.0,0.006695883116918603,0.09570813452691457,1.0e-7,0,0,0,2172,13724.375,47005.0,d_lin,"[13724.375, 14065.625, 14065.625]","[47005.0, 47320.0, 47320.0]","[13724.375, 13383.125, 13383.125]","[47005.0, 46690.0, 46690.0]"
branch_2174,"PowerModels index: 2174
f_bus: bus_3482
t_bus: bus_3557
name: xf_3482_to_3557_2_2winding_transformer",bus_3482,bus_3557,0,0,100,132.0,275.0,0.00045941346632098664,0.027165303192923956,1.0e-7,1,0,0,2174,13827.1875,51673.125,d_lin,"[13827.1875, 13510.0, 13510.0]","[51673.125, 52132.5, 52132.5]","[13827.1875, 14144.375, 14144.375]","[51673.125, 51213.75, 51213.75]"
branch_2175,"PowerModels index: 2175
f_bus: bus_3483
t_bus: bus_3558
name: xf_3483_to_3558_1_2winding_transformer",bus_3483,bus_3558,0,0,100,132.0,275.0,0.0015247535872915103,0.06544289062302266,1.0e-7,1,0,0,2175,14080.9375,53720.625,d_lin,"[14080.9375, 14175.0, 14175.0]","[53720.625, 54302.5, 54302.5]","[14080.9375, 13986.875, 13986.875]","[53720.625, 53138.75, 53138.75]"
branch_2176,"PowerModels index: 2176
f_bus: bus_3490
t_bus: bus_3563
name: xf_3490_to_3563_2_2winding_transformer",bus_3490,bus_3563,0,0,100,275.0,330.0,4.9387444112751837e-5,0.005281940467083668,1.0e-7,1,-999999999,999999999,2176,16677.5,42295.3125,d_lin,"[16677.5, 15964.375, 15964.375]","[42295.3125, 42507.5, 42507.5]","[16677.5, 17390.625, 17390.625]","[42295.3125, 42083.125, 42083.125]"
branch_2179,"PowerModels index: 2179
f_bus: bus_3074
t_bus: bus_3490
name: xf_3491_to_3490_5_2winding_transformer",bus_3074,bus_3490,0,0,100,110.0,275.0,0.0005148015775317103,0.02454890081067226,1.0e-7,1,-999999999,999999999,2179,14802.8125,42004.375,d_lin,"[14802.8125, 13667.5, 13667.5]","[42004.375, 41501.25, 41501.25]","[14802.8125, 15938.125, 15938.125]","[42004.375, 42507.5, 42507.5]"
branch_2181,"PowerModels index: 2181
f_bus: bus_3149
t_bus: bus_3493
name: xf_3492_to_3493_4_2winding_transformer",bus_3493,bus_3149,0,0,100,66.0,132.0,0.001637469861158294,0.0598844903595311,1.0e-7,0,-999999999,999999999,2181,16019.0625,53287.5,d_lin,"[16019.0625, 16051.875, 16051.875]","[53287.5, 53261.25, 53261.25]","[16019.0625, 15986.25, 15986.25]","[53287.5, 53313.75, 53313.75]"
branch_2183,"PowerModels index: 2183
f_bus: bus_3496
t_bus: bus_3567
name: xf_3496_to_3567_2_2winding_transformer",bus_3496,bus_3567,0,0,100,110.0,275.0,0.0008977531061836745,0.04871552289556747,1.0e-7,1,-999999999,999999999,2183,13967.1875,44467.5,d_lin,"[13967.1875, 13689.375, 13689.375]","[44467.5, 44196.25, 44196.25]","[13967.1875, 14245.0, 14245.0]","[44467.5, 44738.75, 44738.75]"
branch_2184,"PowerModels index: 2184
f_bus: bus_3497
t_bus: bus_3568
name: xf_3497_to_3568_1_2winding_transformer",bus_3497,bus_3568,0,0,100,132.0,275.0,0.0033747545276692323,0.09923407045400881,1.0e-7,1,0,0,2184,16861.25,44861.25,d_lin,"[16861.25, 17360.0, 17360.0]","[44861.25, 45123.75, 45123.75]","[16861.25, 16362.5, 16362.5]","[44861.25, 44598.75, 44598.75]"
branch_2185,"PowerModels index: 2185
f_bus: bus_3498
t_bus: bus_3568
name: xf_3498_to_3568_4_2winding_transformer",bus_3498,bus_3568,0,0,100,132.0,275.0,0.0035814378633050436,0.10283303121575713,1.0e-7,1,0,0,2185,16876.5625,44839.375,d_lin,"[16876.5625, 17381.875, 17381.875]","[44839.375, 45080.0, 45080.0]","[16876.5625, 16371.25, 16371.25]","[44839.375, 44598.75, 44598.75]"
branch_2186,"PowerModels index: 2186
f_bus: bus_3344
t_bus: bus_3570
name: xf_3503_to_3570_1_2winding_transformer",bus_3344,bus_3570,0,0,100,110.0,275.0,0.0007077207611657906,0.04962492932473947,1.0e-7,1,-999999999,999999999,2186,16154.6875,42595.0,d_lin,"[16154.6875, 16541.875, 16541.875]","[42595.0, 42643.125, 42643.125]","[16154.6875, 15767.5, 15767.5]","[42595.0, 42546.875, 42546.875]"
branch_2188,"PowerModels index: 2188
f_bus: bus_3504
t_bus: bus_3505
name: xf_3504_to_3505_3_2winding_transformer",bus_3505,bus_3504,0,0,100,33.0,110.0,0.0028734255563097628,0.05581942030341109,1.0e-7,0,0,0,2188,15767.5,41402.8125,d_lin,"[15767.5, 15850.625, 15850.625]","[41402.8125, 41418.125, 41418.125]","[15767.5, 15684.375, 15684.375]","[41402.8125, 41387.5, 41387.5]"
branch_2191,"PowerModels index: 2191
f_bus: bus_3504
t_bus: bus_3572
name: xf_3504_to_3572_5_2winding_transformer",bus_3504,bus_3572,0,0,100,110.0,275.0,0.0004371064335150473,0.025295733833301273,1.0e-7,1,-999999999,999999999,2191,15419.6875,41608.4375,d_lin,"[15419.6875, 15666.875, 15666.875]","[41608.4375, 41387.5, 41387.5]","[15419.6875, 15172.5, 15172.5]","[41608.4375, 41829.375, 41829.375]"
branch_2192,"PowerModels index: 2192
f_bus: bus_3500
t_bus: bus_3427
name: xf_3509_to_3427_5_2winding_transformer",bus_3427,bus_3500,0,0,100,6.6,66.0,0.019641762494817198,0.2776475652220826,1.0e-7,0,0,0,2192,17366.5625,45705.625,d_lin,"[17366.5625, 17552.5, 17552.5]","[45705.625, 45801.875, 45801.875]","[17366.5625, 17180.625, 17180.625]","[45705.625, 45609.375, 45609.375]"
branch_2193,"PowerModels index: 2193
f_bus: bus_3516
t_bus: bus_3584
name: xf_3516_to_3584_2_2winding_transformer",bus_3516,bus_3584,0,0,100,132.0,275.0,0.0012198048651177159,0.0677578366436692,1.0e-7,1,-999999999,999999999,2193,10701.25,58548.4375,d_lin,"[10701.25, 10198.125, 10198.125]","[58548.4375, 58743.125, 58743.125]","[10701.25, 11204.375, 11204.375]","[58548.4375, 58353.75, 58353.75]"
branch_2194,"PowerModels index: 2194
f_bus: bus_3518
t_bus: bus_3591
name: xf_3518_to_3591_1_2winding_transformer",bus_3518,bus_3591,0,0,100,132.0,275.0,0.0006411178367294632,0.04716560671147575,1.0e-7,1,0,0,2194,12923.75,55660.9375,d_lin,"[12923.75, 12744.375, 12744.375]","[55660.9375, 56135.625, 56135.625]","[12923.75, 13103.125, 13103.125]","[55660.9375, 55186.25, 55186.25]"
branch_2196,"PowerModels index: 2196
f_bus: bus_3519
t_bus: bus_3520
name: xf_3519_to_3522_1_2winding_transformer",bus_3520,bus_3519,0,0,100,33.0,110.0,0.0021249888018132134,0.07412594062626027,1.0e-7,0,0,0,2196,13818.4375,43575.0,d_lin,"[13818.4375, 13715.625, 13715.625]","[43575.0, 43723.75, 43723.75]","[13818.4375, 13921.25, 13921.25]","[43575.0, 43426.25, 43426.25]"
branch_2197,"PowerModels index: 2197
f_bus: bus_3519
t_bus: bus_3595
name: xf_3519_to_3595_3_2winding_transformer",bus_3519,bus_3595,0,0,100,110.0,275.0,0.0006845768502092252,0.05063126790294227,1.0e-7,1,-999999999,999999999,2197,14330.3125,43340.9375,d_lin,"[14330.3125, 13938.75, 13938.75]","[43340.9375, 43426.25, 43426.25]","[14330.3125, 14721.875, 14721.875]","[43340.9375, 43255.625, 43255.625]"
branch_2198,"PowerModels index: 2198
f_bus: bus_3329
t_bus: bus_3596
name: xf_3523_to_3596_2_2winding_transformer",bus_3329,bus_3596,0,0,100,132.0,275.0,0.0006354514231740723,0.05255139324171174,1.0e-7,1,0,0,2198,10710.0,60200.0,d_lin,"[10710.0, 10425.625, 10425.625]","[60200.0, 61022.5, 61022.5]","[10710.0, 10994.375, 10994.375]","[60200.0, 59377.5, 59377.5]"
branch_2199,"PowerModels index: 2199
f_bus: bus_3329
t_bus: bus_3597
name: xf_3523_to_3597_1_2winding_transformer",bus_3329,bus_3597,0,0,100,132.0,275.0,0.0006110775893341051,0.04721849769646245,1.0e-7,1,0,0,2199,10681.5625,60195.625,d_lin,"[10681.5625, 10416.875, 10416.875]","[60195.625, 61022.5, 61022.5]","[10681.5625, 10946.25, 10946.25]","[60195.625, 59368.75, 59368.75]"
branch_2200,"PowerModels index: 2200
f_bus: bus_3530
t_bus: bus_3604
name: xf_3530_to_3604_2_2winding_transformer",bus_3530,bus_3604,0,0,100,132.0,275.0,0.00030442137522792835,0.05682619998763497,1.0e-7,1,0,0,2200,12742.1875,49540.3125,d_lin,"[12742.1875, 12407.5, 12407.5]","[49540.3125, 49411.25, 49411.25]","[12742.1875, 13076.875, 13076.875]","[49540.3125, 49669.375, 49669.375]"
branch_2201,"PowerModels index: 2201
f_bus: bus_3532
t_bus: bus_3606
name: xf_3532_to_3606_1_2winding_transformer",bus_3532,bus_3606,0,0,100,132.0,275.0,0.0003455948639756848,0.0252997760099649,1.0e-7,1,0,0,2201,13079.0625,47582.5,d_lin,"[13079.0625, 12705.0, 12705.0]","[47582.5, 47674.375, 47674.375]","[13079.0625, 13453.125, 13453.125]","[47582.5, 47490.625, 47490.625]"
branch_2204,"PowerModels index: 2204
f_bus: bus_3157
t_bus: bus_3550
name: xf_3533_to_3608_2_2winding_transformer",bus_3157,bus_3550,0,0,100,132.0,275.0,0.0003156172586131916,0.02362756717935305,1.0e-7,1,0,0,2204,12731.25,50277.5,d_lin,"[12731.25, 11707.5, 11707.5]","[50277.5, 50347.5, 50347.5]","[12731.25, 13755.0, 13755.0]","[50277.5, 50207.5, 50207.5]"
branch_2206,"PowerModels index: 2206
f_bus: bus_3534
t_bus: bus_3601
name: xf_3534_to_3610_2_2winding_transformer",bus_3534,bus_3601,0,0,100,110.0,275.0,0.0006774850894850743,0.0352887870176132,1.0e-7,1,-999999999,999999999,2206,14115.9375,42691.25,d_lin,"[14115.9375, 13711.25, 13711.25]","[42691.25, 43146.25, 43146.25]","[14115.9375, 14520.625, 14520.625]","[42691.25, 42236.25, 42236.25]"
branch_2207,"PowerModels index: 2207
f_bus: bus_3535
t_bus: bus_3612
name: xf_3535_to_3612_2_2winding_transformer",bus_3535,bus_3612,0,0,100,132.0,275.0,0.000624536591012522,0.04855994932730769,1.0e-7,1,0,0,2207,19772.8125,44887.5,d_lin,"[19772.8125, 19910.625, 19910.625]","[44887.5, 44909.375, 44909.375]","[19772.8125, 19635.0, 19635.0]","[44887.5, 44865.625, 44865.625]"
branch_2208,"PowerModels index: 2208
f_bus: bus_3535
t_bus: bus_3613
name: xf_3535_to_3613_1_2winding_transformer",bus_3535,bus_3613,0,0,100,132.0,275.0,0.0005995247457081277,0.047771745728829244,1.0e-7,1,0,0,2208,19777.1875,44845.9375,d_lin,"[19777.1875, 19919.375, 19919.375]","[44845.9375, 44909.375, 44909.375]","[19777.1875, 19635.0, 19635.0]","[44845.9375, 44782.5, 44782.5]"
branch_2209,"PowerModels index: 2209
f_bus: bus_3536
t_bus: bus_3126
name: xf_3536_to_3126_2_2winding_transformer",bus_3126,bus_3536,0,0,100,66.0,132.0,0.0008465137689880357,0.14472556248004512,1.0e-7,0,0,0,2209,22452.5,47860.3125,d_lin,"[22452.5, 22618.75, 22618.75]","[47860.3125, 47980.625, 47980.625]","[22452.5, 22286.25, 22286.25]","[47860.3125, 47740.0, 47740.0]"
branch_2211,"PowerModels index: 2211
f_bus: bus_3550
t_bus: bus_3418
name: xf_3550_to_3418_2_2winding_transformer",bus_3418,bus_3550,0,0,100,15.75,275.0,0.0011023575816287885,0.05047870398253847,1.0e-7,0,-999999999,999999999,2211,13798.75,50410.9375,d_lin,"[13798.75, 13807.5, 13807.5]","[50410.9375, 50614.375, 50614.375]","[13798.75, 13790.0, 13790.0]","[50410.9375, 50207.5, 50207.5]"
branch_2212,"PowerModels index: 2212
f_bus: bus_3550
t_bus: bus_3417
name: xf_3553_to_3417_1_2winding_transformer",bus_3417,bus_3550,0,0,100,15.75,275.0,0.0011340738686847725,0.04924908186617946,1.0e-7,0,-999999999,999999999,2212,13580.0,50424.0625,d_lin,"[13580.0, 13387.5, 13387.5]","[50424.0625, 50640.625, 50640.625]","[13580.0, 13772.5, 13772.5]","[50424.0625, 50207.5, 50207.5]"
branch_2213,"PowerModels index: 2213
f_bus: bus_3568
t_bus: bus_3500
name: xf_3568_to_3501_2_2winding_transformer",bus_3500,bus_3568,0,0,100,66.0,275.0,0.001972920418878914,0.05305092552511804,1.0e-7,0,-999999999,999999999,2213,16762.8125,45104.0625,d_lin,"[16762.8125, 17189.375, 17189.375]","[45104.0625, 45609.375, 45609.375]","[16762.8125, 16336.25, 16336.25]","[45104.0625, 44598.75, 44598.75]"
branch_2215,"PowerModels index: 2215
f_bus: bus_3573
t_bus: bus_3039
name: xf_3573_to_3507_1_2winding_transformer_merged_with_line_3039_to_3507_1_cp",bus_3039,bus_3573,0,0,100,132.0,275.0,0.001767030602481277,0.0735271900453268,1.0e-7,0,0,0,2215,17204.6875,49684.6875,d_lin,"[17204.6875, 17981.25, 17981.25]","[49684.6875, 50946.875, 50946.875]","[17204.6875, 16428.125, 16428.125]","[49684.6875, 48422.5, 48422.5]"
branch_2216,"PowerModels index: 2216
f_bus: bus_3424
t_bus: bus_3568
name: xf_3576_to_3424_2_2winding_transformer_merged_with_line_3568_to_3576_4_cp",bus_3424,bus_3568,0,0,100,20.0,275.0,0.0007966610775681697,0.04132987017408923,1.0e-7,1,-999999999,999999999,2216,16609.6875,44859.0625,d_lin,"[16609.6875, 16865.625, 16865.625]","[44859.0625, 45119.375, 45119.375]","[16609.6875, 16353.75, 16353.75]","[44859.0625, 44598.75, 44598.75]"
branch_2218,"PowerModels index: 2218
f_bus: bus_3430
t_bus: bus_3573
name: xf_3580_to_3430_1_2winding_transformer_merged_with_line_3573_to_3580_1_cp",bus_3430,bus_3573,0,0,100,20.0,275.0,0.0006978268675540449,0.04109648115479178,1.0e-7,1,-999999999,999999999,2218,16800.0,48733.125,d_lin,"[16800.0, 17145.625, 17145.625]","[48733.125, 49043.75, 49043.75]","[16800.0, 16454.375, 16454.375]","[48733.125, 48422.5, 48422.5]"
branch_2219,"PowerModels index: 2219
f_bus: bus_3431
t_bus: bus_3573
name: xf_3581_to_3431_2_2winding_transformer_merged_with_line_3573_to_3581_2_cp",bus_3431,bus_3573,0,0,100,20.0,275.0,0.0007803003561902278,0.04083403222054617,1.0e-7,1,-999999999,999999999,2219,16552.8125,48903.75,d_lin,"[16552.8125, 16695.0, 16695.0]","[48903.75, 49385.0, 49385.0]","[16552.8125, 16410.625, 16410.625]","[48903.75, 48422.5, 48422.5]"
branch_2220,"PowerModels index: 2220
f_bus: bus_3582
t_bus: bus_3633
name: xf_3582_to_3633_1_2winding_transformer",bus_3633,bus_3582,0,0,100,110.0,275.0,0.0008825194765052983,0.05089497982243997,1.0e-7,0,-999999999,999999999,2220,13236.5625,40501.5625,d_lin,"[13236.5625, 12761.875, 12761.875]","[40501.5625, 40188.75, 40188.75]","[13236.5625, 13711.25, 13711.25]","[40501.5625, 40814.375, 40814.375]"
branch_2221,"PowerModels index: 2221
f_bus: bus_3583
t_bus: bus_3633
name: xf_3583_to_3633_2_2winding_transformer",bus_3633,bus_3583,0,0,100,110.0,275.0,0.0009554588209761532,0.04866173022469126,1.0e-7,0,-999999999,999999999,2221,13212.5,40521.25,d_lin,"[13212.5, 12753.125, 12753.125]","[40521.25, 40188.75, 40188.75]","[13212.5, 13671.875, 13671.875]","[40521.25, 40853.75, 40853.75]"
branch_2222,"PowerModels index: 2222
f_bus: bus_3573
t_bus: bus_3443
name: xf_3599_to_3443_2_2winding_transformer",bus_3443,bus_3573,0,0,100,19.5,275.0,0.00046550950338768415,0.027025273647894935,1.0e-7,0,0,0,2222,16649.0625,48866.5625,d_lin,"[16649.0625, 16878.75, 16878.75]","[48866.5625, 49310.625, 49310.625]","[16649.0625, 16419.375, 16419.375]","[48866.5625, 48422.5, 48422.5]"
branch_2223,"PowerModels index: 2223
f_bus: bus_3442
t_bus: bus_3573
name: xf_3600_to_3442_1_2winding_transformer_merged_with_line_3573_to_3600_1_cp",bus_3442,bus_3573,0,0,100,19.5,275.0,0.0005087612527069313,0.028727913764533024,1.0e-7,1,0,0,2223,16730.0,48809.6875,d_lin,"[16730.0, 17023.125, 17023.125]","[48809.6875, 49196.875, 49196.875]","[16730.0, 16436.875, 16436.875]","[48809.6875, 48422.5, 48422.5]"
branch_2225,"PowerModels index: 2225
f_bus: bus_3295
t_bus: bus_3607
name: xf_3602_to_3295_1_2winding_transformer_merged_with_line_3602_to_3607_1_cp",bus_3295,bus_3607,0,0,100,21.0,275.0,0.0011598309575847664,0.029538683906763036,1.0e-7,1,-999999999,999999999,2225,19855.9375,45961.5625,d_lin,"[19855.9375, 20247.5, 20247.5]","[45961.5625, 46226.25, 46226.25]","[19855.9375, 19464.375, 19464.375]","[45961.5625, 45696.875, 45696.875]"
branch_2226,"PowerModels index: 2226
f_bus: bus_3568
t_bus: bus_3444
name: xf_3603_to_3444_1_2winding_transformer",bus_3444,bus_3568,0,0,100,20.5,275.0,0.0004920389136297854,0.03162671407845135,1.0e-7,0,-999999999,999999999,2226,16380.0,45005.625,d_lin,"[16380.0, 16450.0, 16450.0]","[45005.625, 45412.5, 45412.5]","[16380.0, 16310.0, 16310.0]","[45005.625, 44598.75, 44598.75]"
branch_2227,"PowerModels index: 2227
f_bus: bus_3609
t_bus: bus_3434
name: xf_3609_to_3434_1_2winding_transformer",bus_3434,bus_3609,0,0,100,15.0,275.0,0.001900833034926858,0.092329580263379,1.0e-7,0,0,0,2227,20282.5,44640.3125,d_lin,"[20282.5, 20501.25, 20501.25]","[44640.3125, 44695.0, 44695.0]","[20282.5, 20063.75, 20063.75]","[44640.3125, 44585.625, 44585.625]"
branch_2228,"PowerModels index: 2228
f_bus: bus_3609
t_bus: bus_3435
name: xf_3609_to_3435_2_2winding_transformer",bus_3435,bus_3609,0,0,100,15.0,275.0,0.002066815544331279,0.1001282189143091,1.0e-7,0,0,0,2228,20230.0,44716.875,d_lin,"[20230.0, 20413.75, 20413.75]","[44716.875, 44848.125, 44848.125]","[20230.0, 20046.25, 20046.25]","[44716.875, 44585.625, 44585.625]"
branch_2229,"PowerModels index: 2229
f_bus: bus_3609
t_bus: bus_3436
name: xf_3609_to_3436_3_2winding_transformer",bus_3436,bus_3609,0,0,100,15.0,275.0,0.0020538518405908905,0.10048212540214212,1.0e-7,0,0,0,2229,20262.8125,44592.1875,d_lin,"[20262.8125, 20453.125, 20453.125]","[44592.1875, 44598.75, 44598.75]","[20262.8125, 20072.5, 20072.5]","[44592.1875, 44585.625, 44585.625]"
branch_2230,"PowerModels index: 2230
f_bus: bus_3609
t_bus: bus_3437
name: xf_3609_to_3437_4_2winding_transformer",bus_3437,bus_3609,0,0,100,15.0,275.0,0.0006484367184795665,0.045591199435980855,1.0e-7,0,-999999999,999999999,2230,20236.5625,44668.75,d_lin,"[20236.5625, 20418.125, 20418.125]","[44668.75, 44751.875, 44751.875]","[20236.5625, 20055.0, 20055.0]","[44668.75, 44585.625, 44585.625]"
branch_2231,"PowerModels index: 2231
f_bus: bus_3609
t_bus: bus_3648
name: xf_3609_to_3648_2_2winding_transformer",bus_3609,bus_3648,0,0,100,275.0,330.0,8.077906536108275e-5,0.0053252155318724275,1.0e-7,1,-999999999,999999999,2231,20024.375,43984.0625,d_lin,"[20024.375, 20046.25, 20046.25]","[43984.0625, 44585.625, 44585.625]","[20024.375, 20002.5, 20002.5]","[43984.0625, 43382.5, 43382.5]"
branch_2232,"PowerModels index: 2232
f_bus: bus_3614
t_bus: bus_3536
name: xf_3614_to_3536_3_2winding_transformer",bus_3536,bus_3614,0,0,100,132.0,275.0,0.00031467558129610743,0.024665805677631342,1.0e-7,0,0,0,2232,21997.5,47475.3125,d_lin,"[21997.5, 22286.25, 22286.25]","[47475.3125, 47740.0, 47740.0]","[21997.5, 21708.75, 21708.75]","[47475.3125, 47210.625, 47210.625]"
branch_2235,"PowerModels index: 2235
f_bus: bus_3617
t_bus: bus_3618
name: xf_3617_to_3618_1_2winding_transformer",bus_3618,bus_3617,0,0,100,132.0,275.0,0.0003231396797177039,0.024403081346455583,1.0e-7,0,0,0,2235,22999.375,48157.8125,d_lin,"[22999.375, 23301.25, 23301.25]","[48157.8125, 48448.75, 48448.75]","[22999.375, 22697.5, 22697.5]","[48157.8125, 47866.875, 47866.875]"
branch_2238,"PowerModels index: 2238
f_bus: bus_3616
t_bus: bus_3541
name: xf_3621_to_3541_2_2winding_transformer",bus_3541,bus_3616,0,0,100,22.0,275.0,0.0017106432338202715,0.0612395927875215,1.0e-7,0,0,0,2238,20663.125,46276.5625,d_lin,"[20663.125, 21039.375, 21039.375]","[46276.5625, 46480.0, 46480.0]","[20663.125, 20286.875, 20286.875]","[46276.5625, 46073.125, 46073.125]"
branch_2240,"PowerModels index: 2240
f_bus: bus_3623
t_bus: bus_3647
name: xf_3623_to_3647_1_2winding_transformer",bus_3647,bus_3623,0,0,100,33.0,110.0,0.0016282330137933892,0.055170229909384146,1.0e-7,0,0,0,2240,14190.3125,43684.375,d_lin,"[14190.3125, 14144.375, 14144.375]","[43684.375, 43846.25, 43846.25]","[14190.3125, 14236.25, 14236.25]","[43684.375, 43522.5, 43522.5]"
branch_2243,"PowerModels index: 2243
f_bus: bus_3625
t_bus: bus_3007
name: xf_3625_to_3007_1_2winding_transformer",bus_3007,bus_3625,0,0,100,33.0,110.0,0.004050143302713209,0.12559108986168155,1.0e-7,0,0,0,2243,11845.3125,41816.25,d_lin,"[11845.3125, 11646.25, 11646.25]","[41816.25, 41877.5, 41877.5]","[11845.3125, 12044.375, 12044.375]","[41816.25, 41755.0, 41755.0]"
branch_2245,"PowerModels index: 2245
f_bus: bus_3626
t_bus: bus_3071
name: xf_3626_to_3071_1_2winding_transformer",bus_3071,bus_3626,0,0,100,66.0,132.0,0.001485170228132004,0.052602927817874845,1.0e-7,0,0,0,2245,11364.0625,56780.9375,d_lin,"[11364.0625, 11213.125, 11213.125]","[56780.9375, 56940.625, 56940.625]","[11364.0625, 11515.0, 11515.0]","[56780.9375, 56621.25, 56621.25]"
branch_2247,"PowerModels index: 2247
f_bus: bus_3629
t_bus: bus_3082
name: xf_3629_to_3082_3_2winding_transformer",bus_3082,bus_3629,0,0,100,22.0,132.0,0.05785127872608695,1.0056149019971512,1.0e-7,0,0,0,2247,9386.5625,59489.0625,d_lin,"[9386.5625, 9174.375, 9174.375]","[59489.0625, 59692.5, 59692.5]","[9386.5625, 9598.75, 9598.75]","[59489.0625, 59285.625, 59285.625]"
branch_2248,"PowerModels index: 2248
f_bus: bus_3331
t_bus: bus_3329
name: xf_3630_to_3331_2_2winding_transformer_merged_with_line_3523_to_3630_1_cp",bus_3331,bus_3329,0,0,100,22.0,132.0,0.004411456687037493,0.18111986476008007,1.0e-7,1,0,0,2248,10408.125,61232.5,d_lin,"[10408.125, 10416.875, 10416.875]","[61232.5, 61442.5, 61442.5]","[10408.125, 10399.375, 10399.375]","[61232.5, 61022.5, 61022.5]"
branch_2250,"PowerModels index: 2250
f_bus: bus_3329
t_bus: bus_3087
name: xf_3632_to_3087_3_2winding_transformer",bus_3087,bus_3329,0,0,100,22.0,132.0,0.00374423469982527,0.10648325843452403,1.0e-7,0,0,0,2250,10327.1875,61075.0,d_lin,"[10327.1875, 10263.75, 10263.75]","[61075.0, 61127.5, 61127.5]","[10327.1875, 10390.625, 10390.625]","[61075.0, 61022.5, 61022.5]"
branch_2251,"PowerModels index: 2251
f_bus: bus_3633
t_bus: bus_3365
name: xf_3633_to_3512_5_2winding_transformer",bus_3365,bus_3633,0,0,100,33.0,110.0,0.0014064898990529863,0.05071366777719965,1.0e-7,0,0,0,2251,12510.3125,40068.4375,d_lin,"[12510.3125, 12250.0, 12250.0]","[40068.4375, 39948.125, 39948.125]","[12510.3125, 12770.625, 12770.625]","[40068.4375, 40188.75, 40188.75]"
branch_2254,"PowerModels index: 2254
f_bus: bus_3319
t_bus: bus_3543
name: xf_3636_to_3543_1_2winding_transformer",bus_3319,bus_3543,0,0,100,110.0,275.0,0.0002716429467878912,0.01729963230277461,1.0e-7,1,-999999999,999999999,2254,14947.1875,46167.1875,d_lin,"[14947.1875, 15106.875, 15106.875]","[46167.1875, 47031.25, 47031.25]","[14947.1875, 14787.5, 14787.5]","[46167.1875, 45303.125, 45303.125]"
branch_2257,"PowerModels index: 2257
f_bus: bus_3157
t_bus: bus_3033
name: xf_3637_to_3416_2_2winding_transformer",bus_3033,bus_3157,0,0,100,6.6,132.0,0.020965386603718505,0.29296639019948634,1.0e-7,0,0,0,2257,11475.625,51019.0625,d_lin,"[11475.625, 11243.75, 11243.75]","[51019.0625, 51690.625, 51690.625]","[11475.625, 11707.5, 11707.5]","[51019.0625, 50347.5, 50347.5]"
branch_2258,"PowerModels index: 2258
f_bus: bus_3157
t_bus: bus_3420
name: xf_3637_to_3420_4_2winding_transformer",bus_3420,bus_3157,0,0,100,15.75,132.0,0.00128432153937763,0.04867586302263836,1.0e-7,0,0,0,2258,11685.625,50767.5,d_lin,"[11685.625, 11655.0, 11655.0]","[50767.5, 51187.5, 51187.5]","[11685.625, 11716.25, 11716.25]","[50767.5, 50347.5, 50347.5]"
branch_2261,"PowerModels index: 2261
f_bus: bus_3640
t_bus: bus_3585
name: xf_3640_to_3585_1_2winding_transformer",bus_3585,bus_3640,0,0,100,20.0,275.0,0.0005793492907266373,0.039182761952532834,1.0e-7,0,-999999999,999999999,2261,15417.5,50400.0,d_lin,"[15417.5, 15509.375, 15509.375]","[50400.0, 50561.875, 50561.875]","[15417.5, 15325.625, 15325.625]","[50400.0, 50238.125, 50238.125]"
branch_2262,"PowerModels index: 2262
f_bus: bus_3640
t_bus: bus_3586
name: xf_3640_to_3586_2_2winding_transformer",bus_3586,bus_3640,0,0,100,20.0,275.0,0.0006964373425206395,0.04275935895848224,1.0e-7,0,-999999999,999999999,2262,15295.0,50452.5,d_lin,"[15295.0, 15290.625, 15290.625]","[50452.5, 50666.875, 50666.875]","[15295.0, 15299.375, 15299.375]","[50452.5, 50238.125, 50238.125]"
branch_2263,"PowerModels index: 2263
f_bus: bus_3640
t_bus: bus_3587
name: xf_3640_to_3587_3_2winding_transformer",bus_3587,bus_3640,0,0,100,20.0,275.0,0.0006083212631026508,0.04143294331716995,1.0e-7,0,-999999999,999999999,2263,15332.1875,50426.25,d_lin,"[15332.1875, 15356.25, 15356.25]","[50426.25, 50614.375, 50614.375]","[15332.1875, 15308.125, 15308.125]","[50426.25, 50238.125, 50238.125]"
branch_2264,"PowerModels index: 2264
f_bus: bus_3640
t_bus: bus_3588
name: xf_3640_to_3588_4_2winding_transformer",bus_3588,bus_3640,0,0,100,20.0,275.0,0.0006366437467162723,0.04098814756113525,1.0e-7,0,-999999999,999999999,2264,15382.5,50443.75,d_lin,"[15382.5, 15448.125, 15448.125]","[50443.75, 50649.375, 50649.375]","[15382.5, 15316.875, 15316.875]","[50443.75, 50238.125, 50238.125]"
