"Component  ","Description  ","Nominal voltage  ","Load Flow Voltage ","Load Flow Angle ","Load Flow Active Power ","Load Flow Reactive Power "
bus_3184,0.0,132000,136423.2773000795000,54.25450112947032,0,0
bus_3185,0.0,132000,136664.5280913439000,54.47921751872023,0,0
bus_3186,0.0,66000,68425.99221562098000,53.25498909670616,-34956246.3221899,-8254521.169080951
bus_3187,0.0,132000,135274.0487797193000,35.39072505803853,0,0
bus_3188,0.0,66000,65005.9607787101000,34.03354902371757,-22879167.6348818,-1768578.86177106
bus_3189,0.0,132000,135648.0195076053000,32.94372885972802,0,0
bus_3190,0.0,132000,135435.3891321236000,35.81883511038492,0,0
bus_3191,0.0,22000,22858.59103874982000,32.56972654858251,-2287890.75901932,-458745.4990396271
bus_3192,0.0,110000,114869.6323102937000,22.72828223354602,0,0
bus_3193,0.0,33000,32892.12309134142000,20.21379085600111,-80190881.67204329,-32147563.7420714
bus_3194,0.0,132000,133889.930150462000,38.45351023625432,-6694243.691697531,-8059028.04560214
bus_3195,0.0,132000,134054.2028775326000,38.4696399421366,0,0
bus_3196,0.0,132000,135453.076380307000,40.76904824517558,0,0
bus_3197,0.0,22000,23154.37203082165000,40.76904824517559,0,0
bus_3198,0.0,132000,135379.4031858602000,35.70046084937339,0,0
bus_3199,0.0,132000,135389.8668289629000,35.69963070517357,0,0
bus_3200,0.0,33000,31974.46197699598000,33.44644269135942,-66095262.5848762,-10599707.77000645
bus_3201,0.0,132000,135718.5747809432000,40.87788612631435,0,0
bus_3202,0.0,66000,66142.90619345769000,40.43711192745238,-72016143.50074833,66982.67616359005
bus_3203,0.0,110000,115026.2170838497000,21.14605777134162,-102365.530282259,2862519.66512483
bus_3204,0.0,110000,115013.5450468883000,21.17105063904853,0,0
bus_3205,0.0,110000,115065.2792685468000,21.18450177134814,-97019.8737503961,2709604.55569942
bus_3206,0.0,33000,33609.22962153846000,18.13934698267039,-103758178.9375725,-21288571.34139375
bus_3207,0.0,132000,135606.2412672732000,35.8890555536203,0,0
bus_3208,0.0,132000,135606.2357555619000,35.8890548086892,0,0
bus_3209,0.0,132000,135432.4281071507000,35.81910158334162,0,0
bus_3210,0.0,66000,69419.61183673949000,39.79759543650155,0,0
bus_3211,0.0,132000,135265.1919499344000,38.49187187609643,-102551.670945249,527247.2120760939
bus_3212,0.0,110000,114844.7770222912000,32.4601628171152,0,0
bus_3213,0.0,110000,114739.295132874000,33.30165676307784,0,0
bus_3214,0.0,110000,114839.3138455021000,32.46056515741679,0,0
bus_3215,0.0,11000,10815.12189916577000,33.44335330520353,-18524456.110622,-6646697.860769929
bus_3216,0.0,132000,135130.2864634518000,50.00188187506944,0,0
bus_3217,0.0,132000,135878.5733996218000,55.66472357200335,0,0
bus_3218,0.0,132000,135882.9516279691000,55.66713352185436,0,0
bus_3219,0.0,132000,134821.6173406012000,49.9207533512054,0,0
bus_3220,0.0,132000,134785.3617752792000,49.91134395747619,0,0
bus_3221,0.0,11000,11223.57930707692000,46.55831254470409,-30727547.0994026,-11604889.750015
bus_3222,0.0,110000,115492.4365545604000,21.20936645321048,0,0
bus_3223,0.0,132000,135661.4593908932000,34.49323769070913,0,0
bus_3224,0.0,66000,67672.85359154357000,34.482811873276,-103413.162226789,-879647.608219832
bus_3225,0.0,132000,133469.7156044008000,27.5497438078246,-1721793.30440722,5249113.24217031
bus_3226,0.0,110000,115276.7931670607000,21.19877066858959,0,0
bus_3227,0.0,11000,11033.32280600884000,15.92580062220035,-12145415.6660772,-1722834.60565293
bus_3228,0.0,11000,11031.5827333181000,15.83359441649062,-12307583.3534053,-6865138.00219819
bus_3229,0.0,110000,114823.2790581574000,19.36568387588791,0,0
bus_3230,0.0,33000,33596.88089973857000,17.49191727289301,-44981117.67676181,-15102049.95758417
bus_3231,0.0,110000,114870.4896732996000,22.45831707440489,0,0
bus_3232,0.0,132000,135892.642375458000,44.3832848830308,-9951511.41101746,-1468824.21436533
bus_3233,0.0,132000,136409.7200360983000,40.63221674412546,-523214.652352594,-1713126.51751544
bus_3234,0.0,110000,115304.9652199576000,29.85271137664958,0,0
bus_3235,0.0,110000,115350.0656327397000,29.85616686426839,0,0
bus_3236,0.0,11000,11405.94136208676000,28.1910561113422,-9213185.421735561,-938714.2295474191
bus_3237,0.0,110000,114639.8031576923000,20.03810820737127,0,0
bus_3238,0.0,110000,114642.8027418982000,20.04102471533434,0,0
bus_3239,0.0,33000,33103.26333954971000,18.90980934254479,-31913156.8962841,-6254242.873053439
bus_3240,0.0,132000,135137.0771259044000,30.8800861196996,-3254008.10175017,1031853.577980213
bus_3241,0.0,132000,137700.8425628202000,43.03580654199349,-6805206.60248659,18930748.06114622
bus_3242,0.0,132000,137438.2481570852000,41.67431234206056,-18904157.8623296,12077994.8416154
bus_3243,0.0,132000,136374.967566399000,40.06667933131912,0,0
bus_3244,0.0,132000,136383.3448586691000,40.06692356266792,0,0
bus_3245,0.0,132000,136092.8724270511000,37.8130674208948,-95027.72800624371,1748825.41350164
bus_3246,0.0,132000,136091.2898347627000,37.81330147090506,0,0
bus_3247,0.0,132000,135834.6519740088000,38.68677373514718,-201037.6282967624,-2847107.3731232
bus_3248,0.0,132000,137094.0918911059000,39.02020477241932,-6668330.33374446,-826876.8872350452
bus_3249,0.0,132000,134994.0899036444000,49.97502799555612,0,0
bus_3250,0.0,132000,134987.567945721000,49.97390061397541,0,0
bus_3251,0.0,33000,32966.866971854000,49.16743809922104,-3276644.89796734,-2275119.5251138
bus_3252,0.0,110000,114231.8922887154000,33.23310803472391,0,0
bus_3253,0.0,110000,114845.2484642973000,32.46012735930412,0,0
bus_3254,0.0,110000,114671.2347169115000,33.09558596761931,0,0
bus_3255,0.0,110000,114844.6980482708000,32.46016886446068,0,0
bus_3256,0.0,110000,114733.797556571000,33.14938161361503,0,0
bus_3257,0.0,33000,33302.5986267405000,31.8803021178654,-16155426.9528498,-6293710.968911551
bus_3258,0.0,132000,136807.308135324000,40.13049148312319,-1883056.20952323,7532460.26804019
bus_3259,0.0,132000,134955.9197279602000,36.23120903075176,0,0
bus_3260,0.0,66000,65505.94186086717000,35.15304867615908,-39099949.2975593,-34898063.3722483
bus_3261,0.0,132000,136826.5992439696000,37.7242006274802,-11483548.9672163,-1549830.56300227
bus_3262,0.0,132000,134376.862298423000,38.71997889961138,-20396758.08054836,-9350784.231416881
bus_3263,0.0,132000,136814.0870148009000,54.58896611831107,-77241199.3972098,-16304797.46015821
bus_3264,0.0,15000,15806.8499999935000,60.27900067766137,157940201.961226,10869976.28487943
bus_3265,0.0,132000,136809.1871790832000,37.76930081995567,0,0
bus_3266,0.0,132000,136807.4971616022000,37.80949196120907,0,0
bus_3267,0.0,66000,68755.61826846152000,37.59092472338595,-29089971.9892396,-4043753.06206564
bus_3270,0.0,66000,68313.08946165517000,35.09297823420983,-11305360.29942794,-3549507.63737481
bus_3271,0.0,33000,34154.37769136104000,14.33576208839028,-90124268.0461896,-17667376.34370252
bus_3272,0.0,132000,136448.3999998904000,45.64948603320174,-96640.5550064519,22397687.44248117
bus_3273,0.0,132000,136213.4399999002000,48.69653068829225,-103330.18196281,-780501.4821451163
bus_3274,0.0,132000,136228.8303322636000,48.69952186944492,0,0
bus_3275,0.0,132000,135991.6799999243000,55.46123279518401,-103942.140280269,6255477.061084444
bus_3276,0.0,66000,68299.07479552443000,34.92853014649904,-29943957.9344742,-8030794.09989151
bus_3277,0.0,132000,135417.9667095342000,39.89660343372032,-99417.752684094,-205582.980806753
bus_3278,0.0,132000,136506.1076710634000,37.29855655895503,-29913913.1781938,-6975198.40423879
bus_3279,0.0,132000,135813.5933130589000,36.52634211532258,-45201652.86473669,-8294149.748042599
bus_3280,0.0,132000,135285.7833924344000,36.11894914821009,-43400861.25320516,-7029376.699498299
bus_3281,0.0,66000,67647.67418013079000,37.83234388655534,-8614281.78050644,-2961609.11915386
bus_3282,0.0,132000,136932.0649445808000,34.08799504665938,-140863572.9475022,-13923184.14939568
bus_3283,0.0,66000,68504.49891405972000,35.07409290390879,-8507739.226609461,-292446.078457776
bus_3284,0.0,132000,135308.4323070974000,50.56609946152889,-1222640.30575566,5955085.278113041
bus_3285,0.0,132000,136122.3599998543000,39.39964948271269,-17017736.50425808,18713038.93882435
bus_3287,0.0,132000,136545.2996377664000,33.71989319942847,-64201355.72003551,-11182270.22510906
bus_3288,0.0,132000,136657.5183186955000,33.64045896974612,-39234817.1595596,-7076218.44213763
bus_3289,0.0,132000,136596.5325319524000,33.75575188463417,-11756758.97219698,-3625587.87259711
bus_3290,0.0,132000,136773.6653476269000,37.75829674439524,-42226720.2216638,-8897445.528740059
bus_3291,0.0,132000,141241.7709455495000,43.58418197095689,0,0
bus_3292,0.0,22000,24128.08163464858000,45.49873852950223,19413449.4967556,0
bus_3293,0.0,132000,134955.9229331359000,36.23120863471515,0,0
bus_3294,0.0,33000,31024.35009957145000,36.23120863471525,0,0
bus_3295,0.0,21000,22571.42999999095000,51.38252936598116,611066175.8356224,-12656724.27058942
bus_3296,0.0,132000,135321.1419036244000,50.9922832810266,0,0
bus_3298,0.0,132000,136256.0378843554000,43.70965470549856,-9250385.106541961,3812874.49774007
bus_3299,0.0,110000,115472.1122873655000,17.32438137669743,0,0
bus_3300,0.0,132000,136776.7739203764000,33.5706716547318,-19095240.59923301,-5618711.98750679
bus_3301,0.0,66000,66159.05999993082000,40.67345806882227,61550666.4596773,3675543.016417346
bus_3302,0.0,110000,114725.8447789251000,17.94360080031794,0,0
bus_3303,0.0,11000,10976.82568605162000,11.83320995056476,-23681219.82711764,-18764347.23406099
bus_3304,0.0,11000,11095.16535293827000,13.6461217870787,-15208186.31760552,-17736786.94576751
bus_3305,0.0,66000,68237.13580716618000,35.03182067405302,-15394311.40566589,-5817112.293933429
bus_3306,0.0,110000,114974.9353299883000,15.66663749490328,0,0
bus_3307,0.0,110000,114966.6176302566000,15.66712402743231,0,0
bus_3308,0.0,11000,10601.70790503481000,8.202973170430138,-22735701.0856109,-7661701.23200538
bus_3309,0.0,11000,10633.24327117767000,7.529707757351723,-25444744.5138996,-9085184.641203471
bus_3310,0.0,66000,68628.64231638086000,36.20531273306918,0,0
bus_3311,0.0,110000,115443.4610041989000,22.02650933695852,-4053372.667485152,-4218553.694326152
bus_3312,0.0,110000,114129.9321234807000,22.66866527038326,0,0
bus_3313,0.0,110000,114113.8189966127000,22.66037420751488,0,0
bus_3314,0.0,110000,114503.311943375000,23.36303671717137,0,0
bus_3315,0.0,110000,114350.6062560767000,23.21605246624924,0,0
bus_3316,0.0,33000,34418.53615935127000,21.72075739091327,-29071899.12692269,-9197310.541373119
bus_3317,0.0,110000,115650.7766946957000,22.19594476878709,0,0
bus_3318,0.0,110000,115650.2989341448000,22.19528296588262,0,0
bus_3319,0.0,110000,115650.6951634555000,22.19589012319988,0,0
bus_3320,0.0,33000,33999.23039907816000,18.86185580839238,-110536595.894477,-28829399.5849205
bus_3321,0.0,110000,113609.8456126344000,18.05150685719616,0,0
bus_3322,0.0,110000,113881.6413138862000,18.20381201794981,0,0
bus_3323,0.0,33000,34316.73833066498000,15.37526363665017,-74823472.23564859,-25163339.5032228
bus_3324,0.0,110000,115305.3034424275000,16.18418140533386,0,0
bus_3325,0.0,110000,115327.3181013961000,16.15247267154109,0,0
bus_3326,0.0,33000,33770.75623010948000,13.55902435682065,-59531872.0024433,-11936541.4353548
bus_3327,0.0,11000,11083.49305816982000,10.55384064761041,-20007444.4905052,-6466879.342899561
bus_3328,0.0,11000,11023.84768509928000,9.423982537840784,-22762457.0426797,-2108849.2207054
bus_3329,0.0,132000,134848.0013055472000,29.3922499819191,0,0
bus_3330,0.0,132000,134814.0843670939000,29.36978517644058,0,0
bus_3331,0.0,22000,22455.10607552853000,25.28784696421376,-41355586.2885761,-13248952.8713026
bus_3332,0.0,132000,133131.5855938888000,27.31192413849865,-12750372.7150922,-1735474.29524409
bus_3333,0.0,110000,114737.3689958548000,17.95744593010703,0,0
bus_3334,0.0,110000,114531.5665733908000,20.69201070336237,0,0
bus_3335,0.0,11000,11070.7456472629000,6.135367120957797,-47859379.29357279,-9819296.838328011
bus_3336,0.0,11000,11041.36944468605000,5.773427196636116,-48321075.8652001,-10219973.56153467
bus_3337,0.0,110000,115238.7148631345000,18.12767206241636,0,0
bus_3338,0.0,110000,115090.6065885896000,18.00954417125059,0,0
bus_3339,0.0,33000,33134.47298187261000,13.69813546456388,-104109339.2708211,-23325185.40986683
bus_3340,0.0,110000,113532.3844060321000,16.35513693747566,0,0
bus_3341,0.0,33000,34152.33521385735000,13.39588317019679,-56080414.48156249,-5823880.20603033
bus_3342,0.0,110000,112723.361828245000,26.09004238672427,0,0
bus_3343,0.0,33000,32783.76457817026000,25.00376275564901,-19086440.30506089,-5331949.78240505
bus_3344,0.0,110000,115178.8584047808000,18.65739780925614,0,0
bus_3345,0.0,110000,115179.0574072699000,18.65762044620326,0,0
bus_3346,0.0,110000,115179.729858933000,18.65748371897396,0,0
bus_3347,0.0,33000,33468.96223126671000,11.22493714019077,-107941098.159115,-27914614.6221568
bus_3348,0.0,110000,115725.6784548495000,21.19946096362703,0,0
bus_3349,0.0,110000,114715.884045896000,21.25854928948344,0,0
bus_3350,0.0,110000,114749.7457455445000,20.95089448994471,0,0
bus_3351,0.0,33000,31137.34961350171000,17.53052824469642,-97042320.3145636,-14332656.73920302
bus_3352,0.0,110000,113602.9450750596000,17.13189290653914,0,0
bus_3353,0.0,33000,34030.71143210968000,16.07404310341975,-9748561.56277284,-305403.592210449
bus_3354,0.0,110000,115315.248706179000,21.76857093955834,-31545768.1539684,-9059267.457441381
bus_3355,0.0,33000,33974.01461528793000,14.36769827491641,-71858170.74920371,-30561385.6263202
bus_3356,0.0,33000,33825.89589587432000,15.42518477536288,-25862455.9360833,-7647240.10672546
bus_3357,0.0,110000,114840.0238080183000,18.27683957721631,0,0
bus_3358,0.0,110000,114534.6984202754000,20.68991217563509,0,0
bus_3359,0.0,110000,114521.923320575000,20.68491686595521,0,0
bus_3360,0.0,11000,11011.31450688589000,13.68028484236858,-22753646.574994,-3295909.31688547
bus_3361,0.0,11000,10988.77573065369000,10.60120865046724,-35580936.85796829,-11621015.9024319
bus_3362,0.0,110000,114714.1624504295000,17.92156513940356,0,0
bus_3363,0.0,11000,11022.69863490912000,9.50363234178738,-22268754.6157686,-5711999.00061488
bus_3364,0.0,11000,11132.94777937491000,11.35417779118374,-16435146.20613977,-4714356.27891938
bus_3365,0.0,33000,33247.61359015881000,14.348579603007,-101423837.8615926,-22734280.51188439
bus_3366,0.0,11000,11980.67360009787000,17.32452653993501,0,0
bus_3367,0.0,11000,10874.16473663892000,3.457003071002805,-31025290.86318668,-11173918.85830433
bus_3368,0.0,110000,114622.7883599963000,20.0296468696387,0,0
bus_3369,0.0,110000,114617.8561302644000,20.02906778448137,0,0
bus_3370,0.0,33000,33895.13929474239000,18.36632852124515,-36235787.89886371,-793718.510266626
bus_3371,0.0,110000,114548.6054464239000,20.70423555342244,0,0
bus_3372,0.0,11000,11034.1481675802000,13.61654387343577,-14496104.6356155,-2417409.60786371
bus_3373,0.0,11000,11209.98435885534000,11.49326287475241,-22415421.451861,1469527.14470215
bus_3374,0.0,110000,114744.7118530521000,17.94131043365741,-11105706.71984134,17215023.21180606
bus_3375,0.0,66000,68461.59412048902000,34.98947263089051,-1558391.86981507,-1482721.43783811
bus_3376,0.0,66000,68517.70628409912000,35.09578364787673,-2834834.61229373,3497360.86111814
bus_3378,0.0,110000,114062.6670760081000,18.50296794942239,0,0
bus_3379,0.0,110000,114794.5573309483000,18.54320025130648,0,0
bus_3380,0.0,11000,11969.48533533719000,15.41522401475253,-17250977.08871439,-6369924.86758567
bus_3381,0.0,11000,12064.40731870119000,15.35556515105139,-18090055.52884806,-6826034.15663894
bus_3382,0.0,110000,114658.5317198567000,20.08906564741954,0,0
bus_3383,0.0,33000,34155.36180432158000,17.55073821667922,-107300479.373141,-25418252.542894
bus_3384,0.0,110000,114538.549295447000,20.6933760052448,-5877856.170647407,-212330.71371033
bus_3385,0.0,110000,113898.4176459639000,17.49938837894836,0,0
bus_3386,0.0,110000,115318.7095439777000,17.12291016999059,0,0
bus_3387,0.0,11000,11180.68474806079000,11.938501093782,-17600283.72945305,-4767848.36505111
bus_3388,0.0,11000,11268.12845604035000,12.30663158491507,-16383382.81021752,-6134713.13947738
bus_3389,0.0,11000,11091.37982336266000,11.78571792045683,-17732439.22921531,-4333637.34017499
bus_3390,0.0,110000,115199.3773436975000,22.23631931677856,0,0
bus_3391,0.0,110000,115121.4281190635000,22.17075225298795,0,0
bus_3392,0.0,33000,34672.55647237445000,19.20048856385577,-67208345.8008327,-21841337.2465082
bus_3393,0.0,110000,115359.2095391015000,21.93736947692961,0,0
bus_3394,0.0,33000,33840.11223068846000,19.82305737089537,-49696511.9465522,-10871972.96586628
bus_3395,0.0,110000,115247.3814100947000,22.14097706417282,0,0
bus_3396,0.0,33000,32883.66785554783000,17.79297456984449,-112676631.413872,-30754711.9006952
bus_3397,0.0,110000,114926.6276424365000,15.64103304607117,0,0
bus_3398,0.0,11000,11067.93733463361000,11.08226151761387,-14842766.07464216,-3684519.64009641
bus_3399,0.0,11000,11018.06696009679000,10.47156716820291,-16380184.2965368,-4176856.63590767
bus_3400,0.0,11000,11667.03311925228000,12.34331713531324,-11674597.24969333,-4078403.01825218
bus_3401,0.0,66000,68492.62968161622000,34.99654677581663,-14573944.84963557,-6409892.567894559
bus_3402,0.0,110000,114695.097778166000,17.90637164056395,-31466067.64405509,-3418636.13006812
bus_3403,0.0,33000,33320.80767051956000,16.32126694822714,-45735092.67027561,-29574810.14764076
bus_3404,0.0,110000,115644.1142205856000,16.43561574395005,-12172761.7010201,-2871075.61065168
bus_3405,0.0,110000,115642.0498038101000,16.43573702915534,-12385596.6533225,-3650956.73603481
bus_3406,0.0,110000,114602.7882449404000,20.75925991983738,-4524596.6904568,-590389.267816907
bus_3407,0.0,33000,33827.30517808489000,38.13739789637824,-4816122.60274971,-2437938.65752146
bus_3408,0.0,110000,114529.3652359677000,20.71394013208662,0,0
bus_3409,0.0,11000,11167.19601632377000,13.21526185764218,-25453780.0816761,-10093277.1249217
bus_3410,0.0,11000,11083.70578861674000,13.93738848040431,-23223669.7571632,-9615509.84016564
bus_3411,0.0,110000,115271.4862836645000,18.59317475106528,0,0
bus_3412,0.0,110000,115267.9369204157000,18.58427271440657,0,0
bus_3413,0.0,110000,114843.6386119533000,18.08863569919086,0,0
bus_3414,0.0,11000,11087.18243969577000,9.231873374118367,-22732030.1970494,-6796663.068065049
bus_3415,0.0,11000,11238.40488655214000,9.508310538365455,-20518076.76219823,-3993651.56092448
bus_3416,0.0,6600.0,6818.695073986632000,50.74618708287449,0,0
bus_3417,0.0,15750.00,15787.484999993000,59.09906510977143,219340796.7235563,1801030.53944463
bus_3418,0.0,15750.00,16021.68749999282000,58.9484070559895,216259122.4788449,5703161.535207274
bus_3419,0.0,15750.00,17011.57499999051000,55.19016981922213,170419924.9205183,-14012621.91448693
bus_3420,0.0,15750.00,16962.59249999078000,55.42864634998276,181251066.9877669,6516784.881960594
bus_3421,0.0,15750.00,15969.86999999172000,56.58877387362834,133574161.3311654,-5356598.283013351
bus_3422,0.0,15750.00,16023.73499999306000,59.49917136195606,237741636.3764216,9185876.368067193
bus_3423,0.0,20000,20304.99999998678000,45.62356858475162,311693746.6537991,-9719547.622765239
bus_3424,0.0,20000,20224.59999998674000,45.67360900575508,299814184.0769223,-19629008.11188647
bus_3425,0.0,20000,20236.39999998677000,45.74925792485324,304889277.7276898,-17887008.92874972
bus_3426,0.0,20000,20210.79999998698000,46.20456932648645,323218296.3115878,12455643.70362864
bus_3427,0.0,6600.0,6616.566523749488000,37.5143543122381,-2752896.10125721,-2249673.69426005
bus_3428,0.0,13800.0,14089.37978085666000,28.14056124626192,0,0
bus_3429,0.0,13800.0,14270.01251303109000,28.14056156626189,0,0
bus_3430,0.0,20000,20345.19999999497000,66.84978196301266,267569881.8436715,-22516741.27893557
bus_3431,0.0,20000,20377.19999999551000,67.77077823727289,310858985.946295,-15393584.64370824
bus_3432,0.0,132000,135787.3466546027000,55.49386838451557,0,0
bus_3433,0.0,6600.0,6767.484336978207000,55.33134400907505,-412398.052034574,-416703.374318778
bus_3434,0.0,15000,15290.09999999296000,47.17505949262104,92579960.15245682,1707993.397366908
bus_3435,0.0,15000,15245.54999999294000,47.71318212791171,94754465.42536724,-803267.5335648075
bus_3436,0.0,15000,15134.99999999294000,48.21372668997206,102501724.2802773,-7497654.973147667
bus_3437,0.0,15000,16043.24999999292000,48.51644578254065,254232672.2952834,126799644.3021288
bus_3438,0.0,15750.00,15236.23499999158000,47.91709668301664,131743601.9631827,-1622520.423961753
bus_3439,0.0,15750.00,15219.85499999163000,49.69610622975691,164858627.6364491,819299.7693965195
bus_3440,0.0,15750.00,15302.32069562509000,42.12228296211942,0,0
bus_3441,0.0,110000,115184.3435885464000,15.78527893183841,-10892607.13341538,-4314982.3152069
bus_3442,0.0,19500.0,19272.0449999954000,67.0817005609974,373544792.3463234,-5984563.672599333
bus_3443,0.0,19500.0,19275.55499999521000,66.78082797311396,369652176.0375255,-8017116.291197876
bus_3444,0.0,20500.0,20038.33999998718000,46.93681370888073,424364300.5217485,16716766.53631495
bus_3445,0.0,21000,21406.99881356344000,24.85239564464129,0,0
bus_3446,0.0,11000,11050.62777906827000,21.51795761055102,12616180.88945971,0
bus_3447,0.0,11000,12113.48931156733000,46.92156643081694,0,0
bus_3448,0.0,11000,11217.13999998199000,29.1043561812813,0,26733.73563206955
bus_3449,0.0,11000,11261.13999998424000,34.47051882665803,25019257.63652768,-144900.6224649695
bus_3450,0.0,6600.0,6781.808471501267000,50.55850565546447,-2486839.59767888,959026.231092867
bus_3452,0.0,11000,11378.35107591645000,35.9677078069995,-147587.679507211,2544617.93536078
bus_3453,0.0,11000,10366.94999998566000,33.37665394315824,-788296.720283572,2175808.015835338
bus_3454,0.0,11000,10337.7999999869000,36.663809917413,17785731.22101991,1571029.18184379
bus_3455,0.0,11000,10369.36999998693000,36.71392972244347,18792232.4971296,1973134.938078199
bus_3456,0.0,11000,10289.06999998556000,33.17846303398768,-502148.6751968038,316327.2611824381
bus_3457,0.0,6600.0,6700.187999990669000,32.57811253004834,95861.40023078769,736586.0272152353
bus_3459,0.0,13800.0,14177.01613248761000,35.8890555536203,0,0
bus_3460,0.0,13800.0,14177.01555626325000,35.88905480868922,0,0
bus_3461,0.0,15000,15140.56579306482000,35.81883511038478,0,0
bus_3462,0.0,11000,11038.16999998945000,44.5273448022159,143221620.0912558,-13015956.14359345
bus_3463,0.0,10500.0,9661.154999992053000,47.11766138337475,75290326.7694292,6307431.632994263
bus_3464,0.0,10500.0,10551.55499999204000,38.22854098576122,117622297.1018149,-5095746.980937418
bus_3465,0.0,10500.0,10356.37280716311000,32.4601628171152,0,0
bus_3466,0.0,33000,32935.64999997459000,39.70092278869352,28531546.5193212,-6128460.312576918
bus_3467,0.0,110000,114493.1467259706000,22.95093502681199,0,0
bus_3468,0.0,110000,114494.5419605858000,22.9507391521694,0,0
bus_3470,0.0,110000,116132.555291445000,22.92336349491181,0,0
bus_3471,0.0,110000,115885.9843817509000,19.19781308576698,0,0
bus_3472,0.0,33000,33449.51677718789000,16.78463222706954,-84984362.24133272,-23333859.7885831
bus_3473,0.0,110000,115658.8795578177000,16.45374662941186,0,0
bus_3474,0.0,33000,34129.40679556743000,15.54844041384345,-10930506.9311259,-2413057.29810256
bus_3475,0.0,132000,137040.7964876683000,32.89359601606139,0,0
bus_3476,0.0,132000,136360.0100622455000,40.71055030515336,0,0
bus_3477,0.0,132000,132980.3058151114000,47.07726379687529,-824950087.0826081,-474546366.2596344
bus_3478,0.0,132000,136804.6384930234000,24.39932151800859,-154514731.768724,-38660905.5055009
bus_3479,0.0,132000,138239.2378037596000,25.65811627240885,0,0
bus_3480,0.0,110000,114897.5550568231000,23.88895078058504,0,0
bus_3481,0.0,110000,114694.199545356000,23.75078244613966,0,0
bus_3482,0.0,132000,134705.1135412158000,55.77837796525403,0,0
bus_3483,0.0,132000,136084.4658977944000,43.51905507682435,0,0
bus_3484,0.0,19100.0,20433.66408953209000,43.71979306036337,0,0
bus_3485,0.0,19100.0,20424.18050454206000,43.78284490451789,0,0
bus_3486,0.0,132000,135480.0716614735000,36.91975966063638,0,0
bus_3487,0.0,19100.0,18993.73833941957000,36.98473816766024,0,0
bus_3488,0.0,19100.0,18957.78077228317000,38.58295150270426,0,0
bus_3489,0.0,19100.0,18956.67661269329000,38.46915465985149,0,0
bus_3490,0.0,275000,291742.717468408000,31.64126219652176,0,0
bus_3491,0.0,110000,115527.8128815625000,30.03355571255305,0,0
bus_3492,0.0,132000,135161.4908705428000,46.89763454428043,0,0
bus_3493,0.0,66000,67899.73670256715000,45.15803211278955,-56415217.0908384,-46569467.8054377
bus_3494,0.0,19000,20303.91759505592000,47.25257409474731,0,0
bus_3495,0.0,19000,20314.29108843187000,47.0621249905163,0,0
bus_3496,0.0,110000,115257.9944006433000,21.40572189758677,-56887280.2143828,-25158841.6623013
bus_3497,0.0,132000,133087.8285498041000,38.59053272814866,0,0
bus_3498,0.0,132000,133116.054123832000,38.57887383274819,0,0
bus_3499,0.0,66000,67627.53527391045000,37.81731098397957,-15109331.413619,-6313745.558460061
bus_3500,0.0,66000,67644.44867628137000,37.84087157663759,-6006517.01199538,-4241722.72353843
bus_3501,0.0,66000,67658.14895653253000,37.85658959536072,-1274024.3582963,12453.1390388031
bus_3502,0.0,132000,136415.5490139596000,40.63173333448513,-203441.830943339,996379.6385673808
bus_3503,0.0,110000,115182.0355032112000,18.66021643998842,0,0
bus_3504,0.0,110000,114768.1282574358000,18.66281007818736,-62266837.0596695,-16057171.54740468
bus_3505,0.0,33000,32737.13449038743000,16.29624369064781,-73521535.47242419,-25492845.7282003
bus_3506,0.0,110000,115136.9109295941000,21.5581360508439,0,0
bus_3507,0.0,132000,135190.1431531844000,55.88404468905268,0,0
bus_3508,0.0,66000,67640.32399975999000,37.85146807580529,0,0
bus_3509,0.0,66000,67639.4721066202000,37.85120833669267,0,0
bus_3510,0.0,132000,135788.5202077657000,55.49408472192606,0,0
bus_3511,0.0,33000,33248.019997443000,14.36702509741971,0,0
bus_3512,0.0,33000,33248.03921305794000,14.36848373620211,0,0
bus_3513,0.0,11000,10874.55250754939000,3.466601723542912,0,0
bus_3514,0.0,11000,10874.52287936957000,3.465877266119414,0,0
bus_3515,0.0,11000,11980.67360009787000,17.32452653993501,0,0
bus_3516,0.0,132000,133876.3128089839000,32.51290096515185,0,0
bus_3517,0.0,19100.0,19156.65676086596000,32.63091635771534,0,0
bus_3518,0.0,132000,136885.9574196733000,39.34764498428517,0,0
bus_3519,0.0,110000,116179.0322715688000,21.76534869494239,0,0
bus_3520,0.0,33000,34136.54269352342000,18.45453480356411,0,0
bus_3521,0.0,33000,34137.27914185638000,18.4437463139637,-82750746.9730852,-9929783.59590308
bus_3522,0.0,33000,34136.51364713864000,18.45479434026437,0,0
bus_3523,0.0,132000,134911.1577521015000,29.43001436232086,0,0
bus_3524,0.0,132000,135108.5999997856000,29.42984468250659,0,15213990.93371624
bus_3525,0.0,15750.00,15545.0924999914000,47.78282822738797,149721319.7232042,-5740543.113393852
bus_3526,0.0,15750.00,15495.0074999914000,47.96404616489788,160357659.1100399,-10856298.69820997
bus_3527,0.0,15750.00,15696.76499999138000,46.97946732581958,132507773.9356349,7569433.039490303
bus_3529,0.0,132000,135362.8150372266000,37.22434166369779,0,0
bus_3530,0.0,132000,137077.0101875625000,54.38167452408498,0,0
bus_3531,0.0,132000,137061.4717597281000,54.39159429336578,0,0
