"Component  ","Description  ","Dynamic load status ","External control of P and Q ","Measuring filter status ","Base power  ","Base voltage  ","Base frequency  ","U0  ","P0  ","Q0  ","Vmin  ","Rs  ","Ls  ","Rp  ","Lp  ","Cp  ","np  ","nq  ","kp  ","kq  ","Tp1  ","Tp2  ","Tq1  ","Tq2  "
load_P_4168_1,0.0,1,0,1,100000000,132000,50,1.042112630035225,877009.23280092,2269614.97681802,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4169_1,0.0,1,0,1,100000000,132000,50,0.9993210326214047,39689087.3266188,-12842692.4615457,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4172_1,0.0,1,0,1,100000000,132000,50,1.001020698329342,2254011.38005257,-1136368.84448351,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4176_1,0.0,1,0,1,100000000,132000,50,1.024190934412006,104527.131048962,-464265.767556941,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4177_1,0.0,1,0,1,100000000,132000,50,1.019804253763782,1248698.55278693,909505.742653459,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4178_1,0.0,1,0,1,100000000,132000,50,1.009692577651217,1184979.89010257,-414617.337827012,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4179_1,0.0,1,0,1,100000000,132000,50,1.000866625253067,878008.8202960789,-1830252.21952535,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4192_1,0.0,1,0,1,100000000,132000,50,1.013752339823698,6774774.08400574,2525342.88183181,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4192_2,0.0,1,0,1,100000000,132000,50,1.013752339823698,7043963.19583198,2565158.78214166,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4193_1,0.0,1,0,1,100000000,132000,50,1.01130881835013,4349066.64215429,3185587.98720371,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4193_2,0.0,1,0,1,100000000,132000,50,1.01130881835013,4479858.90231989,3055843.1588335,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4205_1,0.0,1,0,1,100000000,132000,50,1.022979208833028,2229184.26971883,119659.467827529,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4207_1,0.0,1,0,1,100000000,132000,50,1.017232733340352,103375.013642944,558034.109974746,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4208_1,0.0,1,0,1,100000000,132000,50,1.016803507472904,98320.75678743419,1362892.95181204,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4209_1,0.0,1,0,1,100000000,132000,50,1.015700233495428,1626628.92966494,990501.440271037,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4209_2,0.0,1,0,1,100000000,132000,50,1.015700233495428,1647190.03847633,993389.671506593,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4209_3,0.0,1,0,1,100000000,132000,50,1.015700233495428,1796836.59391319,837237.2631454839,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4210_3,0.0,1,0,1,100000000,132000,50,1.016169732280611,2511075.98519437,1795662.76052752,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4211_1,0.0,1,0,1,100000000,132000,50,1.01623355796236,5840563.78774121,3133656.78508449,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4212_1,0.0,1,0,1,100000000,132000,50,1.018169642646374,966911.573122442,631091.009228956,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4212_2,0.0,1,0,1,100000000,132000,50,1.018169642646374,5794302.009676401,3363727.31336439,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4226_5,0.0,1,0,1,100000000,66000,50,1.023631362670618,1459689.8030038,857686.778183235,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4226_6,0.0,1,0,1,100000000,66000,50,1.023631362670618,4482417.172988131,3784884.6760653,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4226_7,0.0,1,0,1,100000000,66000,50,1.023631362670618,564752.1768672389,89315.0214388501,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4227_1,0.0,1,0,1,100000000,33000,50,1.021837037029621,650203.0209749941,-467471.9279147219,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4227_2,0.0,1,0,1,100000000,33000,50,1.021837037029621,658482.238030666,-444649.994614813,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4228_1,0.0,1,0,1,100000000,66000,50,1.012316254419835,3220124.71660972,648044.185906649,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4228_2,0.0,1,0,1,100000000,66000,50,1.012316254419835,7743387.6894135,3139790.08753598,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4230_1,0.0,1,0,1,100000000,66000,50,0.9856989629502306,6732224.27796069,2478799.74338599,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4230_2,0.0,1,0,1,100000000,66000,50,0.9856989629502306,6879659.87629718,2473146.78102993,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4230_3,0.0,1,0,1,100000000,66000,50,0.9856989629502306,5404373.62181982,1563516.0234163,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4230_4,0.0,1,0,1,100000000,66000,50,0.9856989629502306,17193853.9228454,6297810.562194049,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4230_5,0.0,1,0,1,100000000,66000,50,0.9856989629502306,11301577.7751822,-809169.200044684,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4230_6,0.0,1,0,1,100000000,66000,50,0.9856989629502306,8757448.18381593,-1314302.52426001,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4233_1,0.0,1,0,1,100000000,66000,50,1.021451754426159,1060558.69515054,-1051212.89919848,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4233_2,0.0,1,0,1,100000000,66000,50,1.021451754426159,1062881.59401272,-1087696.23627663,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4238_1,0.0,1,0,1,100000000,66000,50,1.023446386709465,6750077.13092677,2035063.89457122,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4242_1,0.0,1,0,1,100000000,33000,50,1.002906803786783,5086630.36284931,84927.69007263699,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4242_2,0.0,1,0,1,100000000,33000,50,1.002906803786783,5049935.5365904,84241.9906870462,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4248_1,0.0,1,0,1,100000000,66000,50,1.017284322615869,5509215.19403635,2037859.3301096,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4248_2,0.0,1,0,1,100000000,66000,50,1.017284322615869,5445242.41666496,1876925.41952245,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4248_3,0.0,1,0,1,100000000,66000,50,1.017284322615869,2499300.700098,796712.040699832,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4250_1,0.0,1,0,1,100000000,66000,50,1.01534522466294,9498666.10764116,7073692.1370551,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4250_2,0.0,1,0,1,100000000,66000,50,1.01534522466294,9797947.51278358,7792980.17706941,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4251_1,0.0,1,0,1,100000000,66000,50,1.013389180990531,2648959.39633846,2219219.06883744,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4251_2,0.0,1,0,1,100000000,66000,50,1.013389180990531,2202275.01534498,2226340.24263262,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4266_1,0.0,1,0,1,100000000,66000,50,1.015371675829677,7062171.90745063,3079057.55480058,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4296_1,0.0,1,0,1,100000000,66000,50,1.015338466247688,4059891.87661996,-1935792.4829544,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4297_1,0.0,1,0,1,100000000,66000,50,1.016478625787199,980529.334954917,-690193.796949461,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4300_1,0.0,1,0,1,100000000,66000,50,1.017589124516057,944375.9080928749,-118837.260019267,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4300_2,0.0,1,0,1,100000000,66000,50,1.017589124516057,1002086.92298597,-104390.676053753,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4302_1,0.0,1,0,1,100000000,66000,50,1.014996625470072,2412581.27172021,1204110.85861512,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4302_2,0.0,1,0,1,100000000,66000,50,1.014996625470072,2516349.72395757,1240737.25246005,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4319_1,0.0,1,0,1,100000000,66000,50,1.016846392547967,2472970.41413533,-143552.290645894,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4319_2,0.0,1,0,1,100000000,66000,50,1.016846392547967,2625098.7004987,-150433.761379682,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4322_1,0.0,1,0,1,100000000,66000,50,1.016946263945574,598150.04826989,-447915.480848216,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4329_1,0.0,1,0,1,100000000,66000,50,1.007789064052989,7029798.50289831,2734898.99422578,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4329_2,0.0,1,0,1,100000000,66000,50,1.007789064052989,3436408.3746816,1472489.83435989,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4329_3,0.0,1,0,1,100000000,66000,50,1.007789064052989,95795.274246484,-658558.2727063451,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4329_4,0.0,1,0,1,100000000,66000,50,1.007789064052989,102967.259776779,-672874.340225011,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4329_5,0.0,1,0,1,100000000,66000,50,1.007789064052989,3431597.84486191,444851.424463652,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4329_6,0.0,1,0,1,100000000,66000,50,1.007789064052989,101351.334191859,399515.443470795,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4336_1,0.0,1,0,1,100000000,33000,50,1.014534754278355,5313623.53932206,965046.054844465,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4336_2,0.0,1,0,1,100000000,33000,50,1.014534754278355,4837072.34510202,494377.460754663,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4337_1,0.0,1,0,1,100000000,66000,50,1.015673745757057,2699013.07592168,393328.047823161,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4340_1,0.0,1,0,1,100000000,33000,50,1.005602626199278,3483882.53204711,1001541.39901698,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4345_4,0.0,1,0,1,100000000,33000,50,1.022334892640949,101287.985821255,-2531052.33221892,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4346_2,0.0,1,0,1,100000000,33000,50,1.00259921711196,5714871.22002896,683943.043369055,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4349_2,0.0,1,0,1,100000000,33000,50,1.011113412985843,6924897.02788475,331180.196762085,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4349_3,0.0,1,0,1,100000000,33000,50,1.011113412985843,7429230.949675851,288138.315218501,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4356_1,0.0,1,0,1,100000000,33000,50,0.9858139864750985,10825255.5727251,2956998.47047236,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4361_1,0.0,1,0,1,100000000,33000,50,1.039591982657958,103133.109123446,-166127.294166572,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4364_1,0.0,1,0,1,100000000,33000,50,1.017256245016432,3533056.2149372,1840122.68347978,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4365_1,0.0,1,0,1,100000000,33000,50,1.010321089140466,9976322.0013611,4296374.12003218,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4366_1,0.0,1,0,1,100000000,33000,50,1.01234861249752,9922004.91053099,5523353.915933521,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4366_2,0.0,1,0,1,100000000,33000,50,1.01234861249752,1068192.65969368,604427.409704123,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4366_3,0.0,1,0,1,100000000,33000,50,1.01234861249752,1148555.60107771,744351.431588083,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4366_4,0.0,1,0,1,100000000,33000,50,1.01234861249752,10648149.2438887,115433.509879746,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4366_5,0.0,1,0,1,100000000,33000,50,1.01234861249752,8878612.07722686,-773854.0250584481,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4371_1,0.0,1,0,1,100000000,33000,50,0.9950263435066339,3762753.8419012,2049796.68797906,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4371_2,0.0,1,0,1,100000000,33000,50,0.9950263435066339,4006361.70014106,1923154.13358612,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4371_3,0.0,1,0,1,100000000,33000,50,0.9950263435066339,4094611.08984416,2021637.90912135,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4371_4,0.0,1,0,1,100000000,33000,50,0.9950263435066339,3793687.20339057,2081933.37242743,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4374_1,0.0,1,0,1,100000000,33000,50,1.005761994770748,1634847.82455815,-209460.323633393,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4375_1,0.0,1,0,1,100000000,33000,50,1.019210127992096,2335071.9569223,1740210.95311227,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4377_1,0.0,1,0,1,100000000,33000,50,0.9843006602083773,1902222.01185566,1315831.7076039,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4378_3,0.0,1,0,1,100000000,11000,50,0.9730958707571001,2820597.31201474,1310341.60763598,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4379_1,0.0,1,0,1,100000000,33000,50,1.000192385041454,761838.9318149999,306523.271777108,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4379_2,0.0,1,0,1,100000000,33000,50,1.000192385041454,779730.804916471,329152.65003005,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4380_1,0.0,1,0,1,100000000,33000,50,1.014488941222785,4884280.5517796,-4481500.78463736,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4380_2,0.0,1,0,1,100000000,33000,50,1.014488941222785,783211.626788974,-194182.961826492,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4380_3,0.0,1,0,1,100000000,33000,50,1.014488941222785,716028.491389006,-188695.148410695,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4381_2,0.0,1,0,1,100000000,33000,50,0.9999741089872188,3590743.18399765,768782.7927645299,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4382_1,0.0,1,0,1,100000000,66000,50,1.017896040135315,3690675.2113828,17981480.2803077,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4383_1,0.0,1,0,1,100000000,33000,50,1.016453832285386,2435739.79518572,987302.301101712,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4383_2,0.0,1,0,1,100000000,33000,50,1.016453832285386,2393929.71919812,994491.573646665,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4385_1,0.0,1,0,1,100000000,33000,50,0.9996011638098951,12897258.0348789,5801148.21606176,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4386_2,0.0,1,0,1,100000000,33000,50,1.001194126329781,12660377.4748668,5353457.46759851,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4387_2,0.0,1,0,1,100000000,33000,50,1.023462724620824,5351572.84631748,1121998.2267125,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4388_1,0.0,1,0,1,100000000,33000,50,1.023998811178343,5691826.68264369,1029160.9048767,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4389_1,0.0,1,0,1,100000000,33000,50,0.9943534704494282,5995163.21515925,2528938.67921261,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4390_2,0.0,1,0,1,100000000,33000,50,1.070423013040781,5159649.21649806,1997476.37530365,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4391_1,0.0,1,0,1,100000000,33000,50,1.046445704710626,4373570.004972161,1749025.25571212,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4391_2,0.0,1,0,1,100000000,33000,50,1.046445704710626,4639776.72488177,1754098.46915994,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4392_1,0.0,1,0,1,100000000,33000,50,1.010252254185617,7003216.04757081,1618662.36639023,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4392_2,0.0,1,0,1,100000000,33000,50,1.010252254185617,7042046.624969319,1630668.67489368,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4393_1,0.0,1,0,1,100000000,33000,50,1.0140553446518,26823696.8269553,9231327.538137559,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4394_5,0.0,1,0,1,100000000,33000,50,1.015303206530919,3490283.39564474,907984.8540250211,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4398_1,0.0,1,0,1,100000000,33000,50,0.9352615421386037,50011021.0370732,36100344.932582,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4402_4,0.0,1,0,1,100000000,11000,50,1.004087905593103,2159876.17647694,-1573036.29358192,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4402_4C,0.0,1,0,1,100000000,11000,50,1.004087905593103,14497026.2660645,2867312.11175211,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4403_3,0.0,1,0,1,100000000,11000,50,1.002436287212111,2288394.21398174,-1650129.56601921,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4403_3C,0.0,1,0,1,100000000,11000,50,1.002436287212111,15677007.2174259,3095149.38709326,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4404_2,0.0,1,0,1,100000000,11000,50,0.9992633580319299,-8092924.27628343,-3488473.92700734,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4404_2C,0.0,1,0,1,100000000,11000,50,0.9992633580319299,15719992.389204,3059030.54131195,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4405_2,0.0,1,0,1,100000000,11000,50,1.017668095178293,-4668865.70117413,-1570704.81376955,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4405_2C,0.0,1,0,1,100000000,11000,50,1.017668095178293,14410980.0865408,3035054.16107364,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4406_4,0.0,1,0,1,100000000,11000,50,1.00581517117673,-4930512.63994239,-604386.1515236089,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4406_4C,0.0,1,0,1,100000000,11000,50,1.00581517117673,20140448.6028478,4965511.92807965,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4407_1,0.0,1,0,1,100000000,11000,50,1.018059943359506,-4539470.42785487,-1634006.44105952,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4407_1C,0.0,1,0,1,100000000,11000,50,1.018059943359506,15568837.1546566,2879866.14746042,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4408_3,0.0,1,0,1,100000000,11000,50,1.004274165330434,-5518968.028798,-652282.9096831379,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4408_3C,0.0,1,0,1,100000000,11000,50,1.004274165330434,20492155.0760046,5210882.41529651,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4409_1,0.0,1,0,1,100000000,11000,50,0.993546883098856,4071803.68342465,1535185.14017612,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4409_2,0.0,1,0,1,100000000,11000,50,0.993546883098856,3981652.46344055,1572832.88063686,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4410_8,0.0,1,0,1,100000000,11000,50,0.9913698284058671,-1687789.81199814,-200592.596638575,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4410_8C,0.0,1,0,1,100000000,11000,50,0.9913698284058671,1965857.95674473,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4411_5,0.0,1,0,1,100000000,11000,50,0.9909460630906083,-1679458.82436475,-160422.459266894,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4411_5C,0.0,1,0,1,100000000,11000,50,0.9909460630906083,1932431.7057617,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4412_6,0.0,1,0,1,100000000,11000,50,0.9914107492646698,-1671478.88912596,-212704.603088647,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4412_6C,0.0,1,0,1,100000000,11000,50,0.9914107492646698,1978470.2969715,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4413_7,0.0,1,0,1,100000000,11000,50,0.990944797685186,-1692300.06838869,-163117.179154046,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4413_7C,0.0,1,0,1,100000000,11000,50,0.990944797685186,1983128.0018203,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4414_3,0.0,1,0,1,100000000,11000,50,0.9902868146930289,-1858644.02232692,-77711.8948905263,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4414_3C,0.0,1,0,1,100000000,11000,50,0.9902868146930289,1945350.06834194,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4415_4,0.0,1,0,1,100000000,11000,50,0.9910499605931939,-1967783.88186358,-159405.224971287,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4415_4C,0.0,1,0,1,100000000,11000,50,0.9910499605931939,1973600.15241429,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4416_1,0.0,1,0,1,100000000,11000,50,0.9811669875468682,2715108.51062117,1023079.54667215,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4416_2,0.0,1,0,1,100000000,11000,50,0.9811669875468682,2641314.12944971,1023377.64663496,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4417_1,0.0,1,0,1,100000000,11000,50,0.9797649510027046,7058912.01751158,2101429.22081039,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4417_2,0.0,1,0,1,100000000,11000,50,0.9797649510027046,6640749.50053766,2098030.35418689,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4418_1,0.0,1,0,1,100000000,11000,50,1.007675062898994,203247.007362731,-147626.919750869,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4418_2,0.0,1,0,1,100000000,11000,50,1.007675062898994,190868.857105635,-159507.095866278,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4418_3,0.0,1,0,1,100000000,11000,50,1.007675062898994,2304840.17309779,863837.875968777,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
